DATE,GME,AMC,BB,M,NOK,AAPL,MSFT,AMZN,FB,TSLA,GOOGL,GOOG,BRKB,JNJ,JPM,GE
2020-3,16.394254713532593,8.194075656136855,0.8063536305694675,2.321558997905246,0.18152244725449274,0.00761361539223782,0.010727637341298755,0.027094673821189155,0.01341323906047124,0.04997743191208997,0.024861703211162683,0.034305024080082645,0.03988098942768932,0.004397994854965845,0.013595655688296071,0.03582886720870308
2020-4,23.365013880381255,8.360109279141104,0.21169568590657306,0.7229179449090969,0.03087645842552912,0.00135267772066324,0.008081598339813225,0.014932172420951044,0.03092910229967403,0.022035961702720784,0.0186949352993866,0.0047409836166738125,0.019608312757201644,0.02385956144567698,0.0023149983590416805,0.0013748599519835373
2020-5,5.4271311360728385,21.227681173312885,0.41612637216829074,0.9277017470210223,0.028660597971169245,0.0018573471741637833,0.0019641698536199395,0.001339267813464854,0.029186416286416286,0.01257807643720614,0.009175383082827927,0.00022648032580352176,0.004386255144032921,0.004050341426403641,0.005504791598293404,0.03153243397736367
2020-6,4.701001981650847,7.513425038343558,0.16408219847875463,6.285639827230531,0.08991105178857448,0.005251849252845486,0.004404855207530041,0.011895571325771409,0.01732436032246758,0.01662501244173243,0.009737775344281793,0.0019965720312912012,0.017622042118938787,0.0028554122023329077,0.014452904431621139,0.014804378644106551
2020-7,2.517899938233477,5.145365659422218,0.06222744208650575,3.567546738009283,0.14041745862253072,0.0009640320033845799,0.006212132495951645,0.004095508792752094,0.010349567247356722,0.009073266032204461,0.005688456250579144,0.001261752619048818,0.01204511238015035,0.00344223644080221,0.004992191601049869,0.005530480977950417
2020-8,1.388946319018405,4.258516282473472,0.12570850537642667,0.6602525009568636,0.13493952660615768,0.001298298245614035,0.0021771009513742072,0.0038229950687775753,0.007912530712530714,0.01631105330309575,0.005028669724770642,0.00040946247941660784,0.0018183835845896148,0.003033308013672616,0.0009500328083989502,0.3354876385239346
2020-9,22.52060835809541,6.701572606641774,0.20477279564034076,1.4691532634971796,0.029669728226001942,0.009238380964189035,0.004115803382663848,0.005012677434167182,0.0021604773604773603,0.21075437246369505,0.004761526699600095,0.003043734242296597,0.006064154103852598,0.0012948866069769135,0.007217093175853019,0.024996056480570003
2020-10,10.33602363413137,18.428962427850788,0.1879364252214695,2.0369369863013698,0.1672042371372619,0.0032305416406845427,0.005102151262537753,0.0023833655909496045,0.0030866313079045936,0.0688754712937347,0.004319325977841968,0.002570360690132949,0.0019271336441730232,0.014612296437431385,0.0014375656167979,0.008944029680365296
2020-11,2.4938573619631894,13.306408763374337,0.25645526514859235,1.5961391878053808,0.30167235178921137,0.002156388235294118,0.0020746164021164023,0.020783657199800697,0.005749754213483145,0.11934339065302249,0.012956255636207737,0.001515603979717044,0.0038001279317697234,0.0016069502468666918,0.007090682414698162,0.008979954337899542
2020-12,20.46751684587814,18.958104641174433,0.5510022177126733,0.5232833032723525,0.09197026882677585,0.0184562953626635,0.0037544047619047618,0.004177379172894868,0.00645495084269663,0.2467883743010866,0.0028326656121106394,0.0030255902310660377,0.00990861407249467,0.03387075579187239,0.024492782152230972,0.007559280821917807
